TimeOfDay,currentLocation,n
NA,POINT (-874.7184853994465 4445.456799197847),93
NA,POINT (-874.7188108762986 4757.14719643692),76
NA,POINT (-874.7926406780256 5799.649342370184),2419
NA,POINT (-874.7995147540871 5620.806309415092),961
NA,POINT (-874.9008913318416 4064.024327826162),705
NA,POINT (-874.902460770353 4064.0394040785927),18
NA,POINT (-874.9630761294 5622.430680697582),1475
NA,POINT (-875.0390565358417 4065.3515626797584),49
NA,POINT (-875.0548619537369 3808.558061533802),213
NA,POINT (-875.0884247440404 3808.2167036561646),320
NA,POINT (-875.1372757858462 4066.29507094469),82
NA,POINT (-875.1836057348246 5624.119043202869),274
NA,POINT (-875.2327681249903 4752.900829470173),321
NA,POINT (-875.2998886974191 4752.34627248654),546
NA,POINT (-875.3074703363687 5625.067343765856),496
NA,POINT (-875.3162842891685 5625.134822902736),321
NA,POINT (-875.357176154201 4751.87295770266),214
NA,POINT (-875.3726599625159 4450.48965850459),86
NA,POINT (-875.3789381088395 4287.345842136345),95
NA,POINT (-875.5142802930887 5626.650669396779),2
NA,POINT (-875.5319150245659 3803.7060864057953),121
NA,POINT (-875.5524670839899 4285.19427143931),230
NA,POINT (-875.6078112619178 4749.802184997683),1
NA,POINT (-875.6468090345103 4284.024533785612),321
NA,POINT (-875.7845280377637 5628.719671236097),1297
NA,POINT (-875.8421185764772 3800.5510916881685),431
NA,POINT (-875.8433740343494 3800.538322772627),1
NA,POINT (-875.8463707060182 4073.1067388995248),33
NA,POINT (-875.8723686022183 4281.227840288772),321
NA,POINT (-875.8960101881776 4454.516027309805),181
NA,POINT (-875.9085978929771 5629.669543209864),595
NA,POINT (-875.9357570172795 4454.82181755304),38
NA,POINT (-875.9382262926919 4454.840814800015),68
NA,POINT (-875.9837710589625 4074.4266264836947),27
NA,POINT (-876.0177419259871 3687.7635553788277),58
NA,POINT (-876.0193822442725 3687.909573738502),232
NA,POINT (-876.0367255214426 3689.453442941524),282
NA,POINT (-876.0502518673062 3690.6575353747735),51
NA,POINT (-876.051978437585 3690.8112317410423),430
NA,POINT (-876.0563212246822 4075.1235538271185),1
NA,POINT (-876.0571591069872 4746.08962748295),176
NA,POINT (-876.0690784866148 3692.333449186356),72
NA,POINT (-876.0854465888041 3693.7905099617815),616
NA,POINT (-876.1317069983513 3797.60576776886),321
NA,POINT (-876.1418789476754 3698.814023111034),21
NA,POINT (-876.154557602971 4260.160075312579),321
NA,POINT (-876.1803576281427 4456.703640128106),219
NA,POINT (-876.2039810751298 5631.9309805732455),4
NA,POINT (-876.2195470119061 4457.005141693488),14
NA,POINT (-876.2459421771462 3708.0775558084997),642
NA,POINT (-876.2723422136204 5632.454349682006),649
NA,POINT (-876.3010021898037 4744.0749711772405),4
NA,POINT (-876.3051730756948 3713.3501902269845),318
NA,POINT (-876.3066141570148 3713.478472848953),63
NA,POINT (-876.3197882385173 3714.6512073045137),275
NA,POINT (-876.3551033594647 3717.794899646907),289
NA,POINT (-876.355948516325 3717.8701340813004),205
NA,POINT (-876.3605251408534 3718.2775374569037),321
NA,POINT (-876.3607662131782 4078.0480962447195),36
NA,POINT (-876.3977525012594 5633.41448393255),321
NA,POINT (-876.4282044873815 3724.3022384266455),1
NA,POINT (-876.4284383885715 5633.649413394648),2289
NA,POINT (-876.4296289332168 5633.658528138839),321
NA,POINT (-876.4393537177132 3725.294724055369),46
NA,POINT (-876.4789830976978 3728.822464441047),321
NA,POINT (-876.4874033773882 3729.572023498847),128
NA,POINT (-876.4983073684581 3730.5426783432454),262
NA,POINT (-876.5117716310508 5634.287408106401),312
NA,POINT (-876.5161699103502 3732.1327716136398),321
NA,POINT (-876.5598735611708 5634.655673832403),963
NA,POINT (-876.5755160029756 3737.4156604140235),69
NA,POINT (-876.6221323619088 3741.565369849439),321
NA,POINT (-876.7571218247986 5636.165795667976),719
NA,POINT (-876.8079483567805 3758.1063954639717),1133
NA,POINT (-876.8497622013347 3761.828593191304),148
NA,POINT (-876.8792504162421 3764.4535842123837),7676
NA,POINT (-876.8929162516754 3765.6700937712126),20
NA,POINT (-876.9361394231842 3769.5177474006146),64
NA,POINT (-876.9551928440086 3771.2138506995675),93
NA,POINT (-876.963064370284 4738.604946228123),320
NA,POINT (-876.9828780685127 3773.678342564129),426
NA,POINT (-876.9938612259106 3774.6560446611534),98
NA,POINT (-876.9940334916141 3774.671379462757),169
NA,POINT (-877.0121439435783 3776.283541268509),157
NA,POINT (-877.024293592315 4266.945222347147),320
NA,POINT (-877.0321548133302 3778.064875051762),313
NA,POINT (-877.0776484009032 3782.114637279507),3
NA,POINT (-877.108700528978 3784.8788452058907),322
NA,POINT (-877.1091973391183 3784.9230704043775),73
NA,POINT (-877.128794066154 3786.667537903428),120
NA,POINT (-877.1733388058657 4736.867637493828),8
NA,POINT (-877.2579718563044 5640.000275906302),104
NA,POINT (-877.2930774100878 4735.878344989622),35
NA,POINT (-877.2989195580035 4260.115618433772),321
NA,POINT (-877.4135286309725 4262.119130896372),12
NA,POINT (-877.424459599699 4261.983598764162),119
NA,POINT (-877.467531465707 4466.606447717239),128
NA,POINT (-877.480131436808 5641.701117410964),38
NA,POINT (-877.5732022966126 4260.1393509790305),321
NA,POINT (-877.585994454069 4259.948854579976),190
NA,POINT (-877.6051588230372 4733.299896672652),324
NA,POINT (-877.6231024708064 5642.795695767825),410
NA,POINT (-877.7205304000065 5643.541598624326),3
NA,POINT (-877.7254218897172 4468.590514805554),444
NA,POINT (-877.7493319297027 5643.762101548368),56
NA,POINT (-877.9591431338617 4730.375242359362),154
NA,POINT (-877.9713221237166 4470.482335966268),92
NA,POINT (-878.094670030918 4808.150399823929),149
NA,POINT (-878.1484987676027 4471.8454356211),66
NA,POINT (-878.3408748727326 4473.325471571374),321
NA,POINT (-878.3661214992546 4097.311828012691),269
NA,POINT (-878.38912960091 4247.43240053793),195
NA,POINT (-878.4063833266277 4726.680098481934),910
NA,POINT (-878.4081685502015 5648.806118405055),321
NA,POINT (-878.459923941259 5649.202354826644),642
NA,POINT (-878.4653108284275 4098.264654997863),201
NA,POINT (-878.5985527823876 5650.263689594202),169
NA,POINT (-878.6010360655151 4725.071857791677),14
NA,POINT (-878.6038410512128 4725.0486827150735),52
NA,POINT (-878.6883733708307 4724.3502681084865),94
NA,POINT (-878.7125065134663 4724.1508776339815),321
NA,POINT (-878.7408788612637 5651.353330210192),1
NA,POINT (-878.7528137271715 4101.026449260642),1
NA,POINT (-878.7800456392525 4476.704209914788),75
NA,POINT (-878.7903207640704 4723.507968395618),321
NA,POINT (-878.9264069960477 5652.773723385259),827
NA,POINT (-879.0017386399953 4478.4097939362655),151
NA,POINT (-879.0138559973296 4478.503018219318),39
NA,POINT (-879.0230708835974 4478.5739124862785),53
NA,POINT (-879.1330444453384 4235.838864881937),798
NA,POINT (-879.3373025547795 4718.895844002414),321
NA,POINT (-879.3457800530122 5655.98442039686),321
NA,POINT (-879.4000078541312 5656.399585453621),62
NA,POINT (-879.4179646498014 4260.021200600182),321
NA,POINT (-879.4281866207906 5656.615320538175),383
NA,POINT (-879.4853415393255 4108.063216951579),276
NA,POINT (-879.5013596752016 5657.175529410027),321
NA,POINT (-879.5640998275413 4229.121085312534),321
NA,POINT (-879.590731240782 5657.859753190659),256
NA,POINT (-879.6259365799348 4109.413793165684),1
NA,POINT (-879.6363617168391 4483.292234860874),119
NA,POINT (-879.6508261724598 5658.319836675627),17824
NA,POINT (-879.7403305985221 4484.092114255961),71
NA,POINT (-879.7894402132877 4714.451459762958),1331
NA,POINT (-879.8319073979518 4484.796655785563),254
NA,POINT (-879.8637753152456 5659.9501635767265),644
NA,POINT (-879.9344320857009 4112.377245435696),321
NA,POINT (-879.9368324861094 5660.509485250528),2
NA,POINT (-88.2074776563542 3736.1378810213123),7
NA,POINT (-88.88881697158507 4104.062664557381),142
NA,POINT (-880.1802418233285 1235.834247517159),8
NA,POINT (-880.2241963564622 4218.833815604504),1
NA,POINT (-880.3135473071032 5663.393593158522),303
NA,POINT (-880.3533676369169 5663.698455408995),3611
NA,POINT (-880.3746497330914 4708.699017077301),84
NA,POINT (-880.4058590107347 4489.212323833647),321
NA,POINT (-880.4128869988575 4215.8931676164375),321
NA,POINT (-880.415756624561 4708.294948057296),320
NA,POINT (-880.4546021117541 4117.374073641252),20
NA,POINT (-880.6075808257193 5665.64469757225),82
NA,POINT (-880.8610074589471 4121.278061952827),21
NA,POINT (-880.873189998853 5667.67818676349),15
NA,POINT (-880.8856995739814 4492.903953225591),157
NA,POINT (-880.892489780748 4703.608797089968),589
NA,POINT (-880.9760164362641 4493.598801491721),30
NA,POINT (-880.9762830072675 5668.467461154241),325
NA,POINT (-881.0041852618301 4493.815516943397),321
NA,POINT (-881.0112633107663 4702.441287162527),405
NA,POINT (-881.036174378938 4206.179549829381),321
NA,POINT (-881.2281856322891 4203.187151803249),77
NA,POINT (-881.2310177564275 4203.143014584552),322
NA,POINT (-881.2605642474217 4699.990730052534),22
NA,POINT (-881.2952356681141 4699.649919874958),321
NA,POINT (-881.3550164816247 4496.5146193990995),79
NA,POINT (-881.3574143329212 5671.38538157851),126
NA,POINT (-881.3903307514697 4698.715162325431),1
NA,POINT (-881.4080340335685 4200.384305659606),3
NA,POINT (-881.428278739262 5671.92791556797),321
NA,POINT (-881.4679393214363 4697.952292215597),262
NA,POINT (-881.5178133059212 4697.462045171511),32
NA,POINT (-881.6636464267903 3681.9830359191756),546
NA,POINT (-881.665892224696 5673.747071317081),2
NA,POINT (-881.7991905559059 4694.696187049231),321
NA,POINT (-881.8229152355665 4500.114375077981),44
NA,POINT (-881.858952634074 5675.22513117132),962
NA,POINT (-881.9114271938829 4693.592932906322),75
NA,POINT (-881.9372709430503 5675.8247318285585),321
NA,POINT (-881.9548537805462 4191.862397162325),2891
NA,POINT (-881.9792718390859 4692.926039392371),172
NA,POINT (-882.106106215429 4189.5052046556775),98
NA,POINT (-882.1186139674477 5677.213084029154),322
NA,POINT (-882.1852130465196 5677.722962908116),190
NA,POINT (-882.1980388007863 4690.7756225483),19
NA,POINT (-882.2147224626951 4187.812475514795),63
NA,POINT (-882.2446377590267 4690.317568078204),40
NA,POINT (-882.2562430879715 5678.266764990859),660
NA,POINT (-882.3888709383448 5679.28215650392),401
NA,POINT (-882.420016105673 4136.254123602846),318
NA,POINT (-882.4278064102936 4136.328958391297),204
NA,POINT (-882.4611211922202 4183.972476249105),2973
NA,POINT (-882.5249902832693 4505.515754369289),25
NA,POINT (-882.5390248807071 4182.758386764306),7740
NA,POINT (-882.5756740172698 4687.063576066836),3
NA,POINT (-882.7454727750995 4685.394502701729),442
NA,POINT (-882.8370152200368 5682.713124426395),320
NA,POINT (-882.9034245626723 4683.841881675649),548
NA,POINT (-882.9454905853416 4176.42382485186),642
NA,POINT (-883.0938319158489 4142.726895344778),1
NA,POINT (-883.1827171459078 4510.57594311523),159
NA,POINT (-883.19660088649 4143.714108881574),46
NA,POINT (-883.2355073704533 4680.577602380785),58
NA,POINT (-883.2492691141423 4680.44232836499),604
NA,POINT (-883.2508064481287 5685.881087263774),321
NA,POINT (-883.3883935675551 5686.934446667392),634
NA,POINT (-883.436531462222 4678.601592888111),963
NA,POINT (-883.4558554032027 4678.411644059202),1935
NA,POINT (-883.5782125245078 5688.387690140505),89
NA,POINT (-883.6080492064675 4676.915622376769),245
NA,POINT (-883.6956228423264 5689.286577062999),102
NA,POINT (-883.6960134171482 4514.52496232458),642
NA,POINT (-883.7933645768018 4259.82249011338),321
NA,POINT (-883.9046606189638 4150.515832674251),321
NA,POINT (-883.9690846077519 4673.366747344663),73
NA,POINT (-884.004756332476 4159.915705272649),321
NA,POINT (-884.0351114545024 4672.71772227109),60
NA,POINT (-884.1096991393222 4158.2802248381295),1282
NA,POINT (-884.2704983225999 4155.77425109833),70
NA,POINT (-884.3193875758361 5694.062085485781),323
NA,POINT (-884.3837333023914 4669.290868928679),320
NA,POINT (-884.4696263727865 5695.212305435261),318
NA,POINT (-884.482838714697 4668.316690989268),64
NA,POINT (-884.5120333307538 4668.029716239348),1
NA,POINT (-884.5337204031397 5695.7030057992915),114
NA,POINT (-884.5577304526811 4667.580526563018),1866
NA,POINT (-884.6075625695997 4521.537920171709),157
NA,POINT (-884.6945662539589 5696.934432768615),121
NA,POINT (-884.7163115333274 5697.1009134290325),641
NA,POINT (-884.8336955073577 4523.277662626714),104
NA,POINT (-884.8791986532441 5698.347968242068),325
NA,POINT (-884.9261754361642 4663.958817451014),496
NA,POINT (-884.9921977149997 4663.30983727874),321
NA,POINT (-885.0075570540389 4524.615257746881),68
NA,POINT (-885.2120222230603 5700.896047149984),125
NA,POINT (-885.2966139548657 1555.9764946386085),4340
NA,POINT (-885.357148704399 5702.007127492892),291
NA,POINT (-885.4197893104495 4527.786746009098),1
NA,POINT (-885.5798861332496 4530.476569915415),4
NA,POINT (-885.7045593226878 5707.062179489334),175
NA,POINT (-885.714708761918 4533.861108715722),217
NA,POINT (-885.7186636532442 4533.960390885761),321
NA,POINT (-885.7512517646346 5710.030760564514),324
NA,POINT (-885.768414418767 5711.121916394727),281
NA,POINT (-885.7717750551792 4655.6468143499205),962
NA,POINT (-885.7732640155889 5711.430240841849),78
NA,POINT (-885.7735652972374 5711.449395526473),598
NA,POINT (-885.7740920573666 5711.4828855322585),322
NA,POINT (-885.7873054528358 4535.683549945446),212
NA,POINT (-885.791116791729 4535.779228426816),142
NA,POINT (-885.8031082666121 5713.327658819929),429
NA,POINT (-885.8078898483193 5713.631659047239),351
NA,POINT (-885.8462941892362 4537.164381977133),12
NA,POINT (-885.8499538363075 5716.305975349454),321
NA,POINT (-885.8607263609763 4537.526682028017),67
NA,POINT (-885.8630983669339 5717.141669591021),641
NA,POINT (-885.864165482697 5717.209513968555),325
NA,POINT (-885.8893920500848 5718.813351922125),422
NA,POINT (-885.9378315948869 5721.893009142754),1
NA,POINT (-885.960159138166 5723.3125348661915),294
NA,POINT (-885.9916249081143 5725.313044697974),802
NA,POINT (-886.0046372018763 4541.139368040905),158
NA,POINT (-886.016939484153 4259.721505595472),475
NA,POINT (-886.021627728975 5727.220544123908),220
NA,POINT (-886.0237145082601 5727.353215991902),642
NA,POINT (-886.0323334504986 4653.085599631738),299
NA,POINT (-886.0428027833366 5728.566797672087),325
NA,POINT (-886.0572101442796 5729.4827793011345),320
NA,POINT (-886.1203018390714 5733.493981186307),105
NA,POINT (-886.144971122467 5735.062388508204),1
NA,POINT (-886.1473510829015 5735.2137000526645),191
NA,POINT (-886.1488295479501 5735.307696921976),52
NA,POINT (-886.149953876209 5735.37917871758),96
NA,POINT (-886.1905574656145 4259.713620667422),321
NA,POINT (-886.1911447286423 5737.997983387153),963
NA,POINT (-886.2203280434757 5739.853380802956),321
NA,POINT (-886.2247828208828 5740.13660368344),916
NA,POINT (-886.2374682896254 5740.9431119933315),461
NA,POINT (-886.2422807712642 5741.249076755974),1734
NA,POINT (-886.2486417735364 5741.653492335393),473
NA,POINT (-886.3098736709796 4548.801914626386),159
NA,POINT (-886.3152049495668 4650.305053467107),64
NA,POINT (-886.3729742692502 5749.558221204083),642
NA,POINT (-886.3882369986535 5750.528584881225),267
NA,POINT (-886.3916739381536 5750.747096338993),321
NA,POINT (-886.4031840357127 5751.4788776801015),642
NA,POINT (-886.432360210156 5753.33382112892),321
NA,POINT (-886.4344796161663 5753.468567317176),458
NA,POINT (-886.4915689579171 5757.09815558565),184
NA,POINT (-886.5004800181672 4553.5868278417165),62
NA,POINT (-886.5029479853679 4553.64878280307),1
NA,POINT (-886.5466658332149 4554.7462599385135),523
NA,POINT (-886.5496606003262 4554.821439495433),281
NA,POINT (-886.5557365796923 4554.973968697079),56
NA,POINT (-886.5604974343247 4555.093483480205),230
NA,POINT (-886.5763189279703 5762.486332916547),321
NA,POINT (-886.5772306571533 5762.544298229252),471
NA,POINT (-886.5823494191757 4647.679099516921),469
NA,POINT (-886.5844134361439 5763.000960183299),1631
NA,POINT (-886.6140750935134 5764.886769343294),321
NA,POINT (-886.6388096951671 5766.459329426035),964
NA,POINT (-886.6481926471138 4557.294952574952),76
NA,POINT (-886.657481338147 5767.646422747389),211
NA,POINT (-886.6928034464459 5769.892108298617),321
NA,POINT (-886.720109729442 5771.628169030428),642
NA,POINT (-886.7336322127032 5772.4878924936875),1343
NA,POINT (-886.7356069628238 5772.613441845829),322
NA,POINT (-886.7635332912497 5774.388923414318),690
NA,POINT (-886.8056956819347 4561.248852137526),1
NA,POINT (-886.8225623209956 4561.672266180825),4
NA,POINT (-886.8313298185076 5778.699246014502),842
NA,POINT (-886.8589207886823 5780.453406398748),195
NA,POINT (-886.8801340130652 5781.802086695193),135
NA,POINT (-886.9135989058171 5783.929695429374),647
NA,POINT (-886.9304313647225 5784.9998583266615),1
NA,POINT (-886.9495027652481 5786.212367167857),321
NA,POINT (-886.9728379670656 5787.695957136875),971
NA,POINT (-887.0261085874798 5791.082761275437),313
NA,POINT (-887.0276712295727 5791.182109896982),303
NA,POINT (-887.0547927245821 5792.906422300849),294
NA,POINT (-887.078100136821 5794.388245482483),19
NA,POINT (-887.0838025233573 5794.750788027903),411
NA,POINT (-887.1063941098446 4568.797477368351),68
NA,POINT (-887.1274482449514 4569.326012806948),15
NA,POINT (-887.1406640447118 5798.365892082455),754
NA,POINT (-887.1425589340353 4642.172399750194),47
NA,POINT (-887.1720285777634 4641.882721556699),16176
NA,POINT (-887.2137745977514 5800.716314336671),1
NA,POINT (-887.3276859806671 4574.352708937327),169
NA,POINT (-887.3452028228583 4574.792445446252),471
NA,POINT (-887.4276371175853 4576.86184634531),319
